project	subproject	id	SampleName	sample	library	SubprojectId	material	aliquot	flowcell	lane	index	libraryPassFail	LanePassFail	libApplication	Kit	Organism	Sex	pedigree	cohort	GenomeRef	SplitIndexcohort	SubprojectCov	motherId	fatherId	library__gbs_index__multiplex_index_name	readLength	sampleStatus	mappingVersion	mapperName	mapperVersion
CLL	CLL_52	66503	CLL_14-2116	AF9738	AF9738	2781	mRNA	None	CCHJ9ANXX	6	N714-S518-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66504	CLL_14-2116	AF9739	AF9739	2781	mRNA	None	CCHJ9ANXX	6	N714-S520-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66505	CLL_14-2116	AF9740	AF9740	2781	mRNA	None	CCHJ9ANXX	6	N714-S521-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66506	CLL_14-2116	AF9741	AF9741	2781	mRNA	None	CCHJ9ANXX	6	N714-S522-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66507	CLL_14-2116	AF9742	AF9742	2781	mRNA	None	CCHJ9ANXX	6	N715-S513-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66508	CLL_14-2116	AF9743	AF9743	2781	mRNA	None	CCHJ9ANXX	6	N715-S515-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66509	CLL_14-2116	AF9744	AF9744	2781	mRNA	None	CCHJ9ANXX	6	N715-S516-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66510	CLL_14-2116	AF9745	AF9745	2781	mRNA	None	CCHJ9ANXX	6	N715-S517-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66511	CLL_14-2116	AF9746	AF9746	2781	mRNA	None	CCHJ9ANXX	6	N715-S518-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66512	CLL_14-2116	AF9747	AF9747	2781	mRNA	None	CCHJ9ANXX	6	N715-S520-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66513	CLL_14-2116	AF9748	AF9748	2781	mRNA	None	CCHJ9ANXX	6	N715-S521-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66514	empty	AF9749	AF9749	2781	mRNA	None	CCHJ9ANXX	6	N715-S522-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66515	CLL_05-599	AF9750	AF9750	2781	mRNA	None	CCHJ9ANXX	6	N716-S513-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66516	CLL_05-599	AF9751	AF9751	2781	mRNA	None	CCHJ9ANXX	6	N716-S515-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66517	CLL_05-599	AF9752	AF9752	2781	mRNA	None	CCHJ9ANXX	6	N716-S516-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66518	CLL_05-599	AF9753	AF9753	2781	mRNA	None	CCHJ9ANXX	6	N716-S517-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66519	CLL_05-599	AF9754	AF9754	2781	mRNA	None	CCHJ9ANXX	6	N716-S518-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66520	CLL_05-599	AF9755	AF9755	2781	mRNA	None	CCHJ9ANXX	6	N716-S520-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66521	CLL_05-599	AF9756	AF9756	2781	mRNA	None	CCHJ9ANXX	6	N716-S521-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66522	empty	AF9757	AF9757	2781	mRNA	None	CCHJ9ANXX	6	N716-S522-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66523	CLL_05-599	AF9758	AF9758	2781	mRNA	None	CCHJ9ANXX	6	N718-S513-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66524	CLL_05-599	AF9759	AF9759	2781	mRNA	None	CCHJ9ANXX	6	N718-S515-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66525	CLL_05-599	AF9760	AF9760	2781	mRNA	None	CCHJ9ANXX	6	N718-S516-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66526	CLL_05-599	AF9761	AF9761	2781	mRNA	None	CCHJ9ANXX	6	N718-S517-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66527	CLL_05-599	AF9762	AF9762	2781	mRNA	None	CCHJ9ANXX	6	N718-S518-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66528	CLL_05-599	AF9763	AF9763	2781	mRNA	None	CCHJ9ANXX	6	N718-S520-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66529	CLL_05-599	AF9764	AF9764	2781	mRNA	None	CCHJ9ANXX	6	N718-S521-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66530	CLL_05-599	AF9765	AF9765	2781	mRNA	None	CCHJ9ANXX	6	N718-S522-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66531	CLL_05-599	AF9766	AF9766	2781	mRNA	None	CCHJ9ANXX	6	N719-S513-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66532	CLL_05-599	AF9767	AF9767	2781	mRNA	None	CCHJ9ANXX	6	N719-S515-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66533	CLL_05-599	AF9768	AF9768	2781	mRNA	None	CCHJ9ANXX	6	N719-S516-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66534	CLL_05-599	AF9769	AF9769	2781	mRNA	None	CCHJ9ANXX	6	N719-S517-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66535	CLL_05-599	AF9770	AF9770	2781	mRNA	None	CCHJ9ANXX	6	N719-S518-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66536	CLL_05-599	AF9771	AF9771	2781	mRNA	None	CCHJ9ANXX	6	N719-S520-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66537	CLL_05-599	AF9772	AF9772	2781	mRNA	None	CCHJ9ANXX	6	N719-S521-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66538	CLL_05-599	AF9773	AF9773	2781	mRNA	None	CCHJ9ANXX	6	N719-S522-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66539	CLL_05-76	AF9774	AF9774	2781	mRNA	None	CCHJ9ANXX	6	N720-S513-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66540	CLL_05-76	AF9775	AF9775	2781	mRNA	None	CCHJ9ANXX	6	N720-S515-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66541	CLL_05-76	AF9776	AF9776	2781	mRNA	None	CCHJ9ANXX	6	N720-S516-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66542	CLL_05-76	AF9777	AF9777	2781	mRNA	None	CCHJ9ANXX	6	N720-S517-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66543	CLL_05-76	AF9778	AF9778	2781	mRNA	None	CCHJ9ANXX	6	N720-S518-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66544	CLL_05-76	AF9779	AF9779	2781	mRNA	None	CCHJ9ANXX	6	N720-S520-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66545	CLL_05-76	AF9780	AF9780	2781	mRNA	None	CCHJ9ANXX	6	N720-S521-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66546	CLL_05-76	AF9781	AF9781	2781	mRNA	None	CCHJ9ANXX	6	N720-S522-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66547	CLL_05-76	AF9782	AF9782	2781	mRNA	None	CCHJ9ANXX	6	N721-S513-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66548	CLL_05-76	AF9783	AF9783	2781	mRNA	None	CCHJ9ANXX	6	N721-S515-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66549	CLL_05-76	AF9784	AF9784	2781	mRNA	None	CCHJ9ANXX	6	N721-S516-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66550	CLL_05-76	AF9785	AF9785	2781	mRNA	None	CCHJ9ANXX	6	N721-S517-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66551	CLL_05-76	AF9786	AF9786	2781	mRNA	None	CCHJ9ANXX	6	N721-S518-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66552	CLL_05-76	AF9787	AF9787	2781	mRNA	None	CCHJ9ANXX	6	N721-S520-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66553	CLL_05-76	AF9788	AF9788	2781	mRNA	None	CCHJ9ANXX	6	N721-S521-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66554	CLL_05-76	AF9789	AF9789	2781	mRNA	None	CCHJ9ANXX	6	N721-S522-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66555	CLL_05-76	AF9790	AF9790	2781	mRNA	None	CCHJ9ANXX	6	N722-S513-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66556	CLL_05-76	AF9791	AF9791	2781	mRNA	None	CCHJ9ANXX	6	N722-S515-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66557	CLL_05-76	AF9792	AF9792	2781	mRNA	None	CCHJ9ANXX	6	N722-S516-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66558	CLL_05-76	AF9793	AF9793	2781	mRNA	None	CCHJ9ANXX	6	N722-S517-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66559	CLL_05-76	AF9794	AF9794	2781	mRNA	None	CCHJ9ANXX	6	N722-S518-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66560	CLL_05-76	AF9795	AF9795	2781	mRNA	None	CCHJ9ANXX	6	N722-S520-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66561	CLL_05-76	AF9796	AF9796	2781	mRNA	None	CCHJ9ANXX	6	N722-S521-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66562	CLL_05-76	AF9797	AF9797	2781	mRNA	None	CCHJ9ANXX	6	N722-S522-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66563	CLL_10-7434	AF9798	AF9798	2781	mRNA	None	CCHJ9ANXX	6	N723-S513-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66564	CLL_10-7434	AF9799	AF9799	2781	mRNA	None	CCHJ9ANXX	6	N723-S515-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66565	CLL_10-7434	AF9800	AF9800	2781	mRNA	None	CCHJ9ANXX	6	N723-S516-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66566	CLL_10-7434	AF9801	AF9801	2781	mRNA	None	CCHJ9ANXX	6	N723-S517-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66567	CLL_10-7434	AF9802	AF9802	2781	mRNA	None	CCHJ9ANXX	6	N723-S518-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66568	CLL_10-7434	AF9803	AF9803	2781	mRNA	None	CCHJ9ANXX	6	N723-S520-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66569	CLL_10-7434	AF9804	AF9804	2781	mRNA	None	CCHJ9ANXX	6	N723-S521-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66570	CLL_10-7434	AF9805	AF9805	2781	mRNA	None	CCHJ9ANXX	6	N723-S522-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66571	CLL_10-7434	AF9806	AF9806	2781	mRNA	None	CCHJ9ANXX	6	N724-S513-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66572	CLL_10-7434	AF9807	AF9807	2781	mRNA	None	CCHJ9ANXX	6	N724-S515-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66573	CLL_10-7434	AF9808	AF9808	2781	mRNA	None	CCHJ9ANXX	6	N724-S516-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66574	CLL_10-7434	AF9809	AF9809	2781	mRNA	None	CCHJ9ANXX	6	N724-S517-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66575	CLL_10-7434	AF9810	AF9810	2781	mRNA	None	CCHJ9ANXX	6	N724-S518-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66576	CLL_10-7434	AF9811	AF9811	2781	mRNA	None	CCHJ9ANXX	6	N724-S520-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66577	CLL_10-7434	AF9812	AF9812	2781	mRNA	None	CCHJ9ANXX	6	N724-S521-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66578	CLL_10-7434	AF9813	AF9813	2781	mRNA	None	CCHJ9ANXX	6	N724-S522-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66579	CLL_10-7434	AF9814	AF9814	2781	mRNA	None	CCHJ9ANXX	6	N726-S513-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66580	CLL_10-7434	AF9815	AF9815	2781	mRNA	None	CCHJ9ANXX	6	N726-S515-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66581	CLL_10-7434	AF9816	AF9816	2781	mRNA	None	CCHJ9ANXX	6	N726-S516-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66582	CLL_10-7434	AF9817	AF9817	2781	mRNA	None	CCHJ9ANXX	6	N726-S517-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66583	CLL_10-7434	AF9818	AF9818	2781	mRNA	None	CCHJ9ANXX	6	N726-S518-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66584	CLL_10-7434	AF9819	AF9819	2781	mRNA	None	CCHJ9ANXX	6	N726-S520-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66585	CLL_10-7434	AF9820	AF9820	2781	mRNA	None	CCHJ9ANXX	6	N726-S521-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66586	CLL_10-7434	AF9821	AF9821	2781	mRNA	None	CCHJ9ANXX	6	N726-S522-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
